x1,x2,x3,x4,x5,barrel
0.8004287754326699,0.799658991471469,0.7990889926500064,0.799433069235475,0.8000718761194504,0.0
0.8002687621640671,0.8003757597887964,0.7998621780331768,0.8008071561781612,0.8019882671862039,0.0
0.8000458973330913,0.7993067077058578,0.8009495495357666,0.8005402616990844,0.7993408378495597,0.0
0.7993404392509647,0.7997566889089249,0.8006474952206912,0.8008832720742999,0.8009586899189017,0.0
0.8004434537241137,0.8000181262081459,0.8000909937178495,0.8006310921845387,0.8003072848311018,0.0
0.8005860047368034,0.8011173160520988,0.7998051430727809,0.7991058470659105,0.8000161124512734,0.0
0.8005436666265958,0.8005668672627433,0.800137386358667,0.7991152253955993,0.7995193176373572,0.0
0.8001148876821846,0.8003932546604384,0.7988680259794887,0.8005153422228043,0.8005818896127224,0.0
0.7990515768287516,0.8014162602139009,0.8005449436168182,0.8011684255355268,0.8005326206071119,0.0
0.7988429622040716,0.8009234929843584,0.8008170609481564,0.8006739034801122,0.8006991549111414,0.0
0.800513155841347,0.7991293051683239,0.8006806906620358,0.8008519538704698,0.7995248547524952,0.0
0.7992143106985515,0.7997278989680249,0.7993951996482979,0.7999557676517085,0.7991225096645913,0.0
0.8002852114023413,0.799483520811742,0.7999127809568055,0.8004697380071937,0.7995721857256733,0.0
0.7987014226362124,0.7996550455107474,0.8006814313756412,0.8000076906645365,0.7994808813243401,0.0
0.8018468787921834,0.8003303240619284,0.8005640385967726,0.7996971623126833,0.8003336408754308,0.0
0.8000331433442777,0.7997054449786942,0.7991139857880526,0.8006155145344873,0.7995889276157873,0.0
0.7999675577895569,0.8006183271823495,0.7988738172167636,0.8009731404583105,0.8003436953811678,0.0
0.79982929293693,0.7989760641463393,0.8008798916174513,0.7995233334687443,0.7998736978266934,0.0
0.7992908362900359,0.801615814177587,0.7993198497477841,0.7988069576965969,0.800140599675605,0.0
0.7990620913563491,0.8002868691833589,0.8002216877796977,0.8004736343324272,0.7991891215485949,0.0
0.8010766154403662,0.8008379944546493,0.7985932456468987,0.7997359292746666,0.8001525685933628,0.0
0.8004571292841297,0.7989933384314931,0.8000312815739167,0.8012641374625405,0.8008108927172771,0.0
0.7995927221035838,0.7989291422966959,0.8002788587533068,0.8009339375403113,0.7990116954926074,0.0
0.8001003740879162,0.799175603281405,0.8001680143855416,0.800672193755292,0.7993675427657333,0.0
0.8017908665465773,0.799989208960809,0.799000645918406,0.799324690227684,0.8014811088626421,0.0
0.7987938017885271,0.8018996428411601,0.8008444922590359,0.8003213520345919,0.7998319046718048,0.0
0.798996121542791,0.8013673401871901,0.8004194881078717,0.7998469649788059,0.8000373908475437,0.0
0.8013204842307862,0.8010054744332332,0.7989500196992858,0.799893335821103,0.7996975004328563,0.0
0.7993424996017356,0.8000548035871677,0.8001742559422087,0.8010298479164923,0.7998650620820722,0.0
0.7999624423203215,0.8005916374151307,0.800575879391036,0.799812059826501,0.8007884322159223,0.0
0.7993653126162164,0.7994930006349192,0.8005115980120077,0.8009816758297764,0.7990815411585624,0.0
0.8001952289788216,0.8004643345992156,0.8010119450229697,0.8004122403539012,0.7998340191965788,0.0
0.7997047812397379,0.7995175842934713,0.8003312499406594,0.8007210991774488,0.8000357259994244,0.0
0.8001492593427875,0.8008268256509247,0.8008838269730709,0.7998431992196321,0.8014372676130077,0.0
0.79969084020787,0.7996194116021196,0.8007121001220181,0.8000443763820773,0.8013028893204295,0.0
0.8000358132652563,0.799061545324145,0.8007512406178512,0.8004319914376272,0.7990665393215897,0.0
0.7997451299943332,0.7997054245550321,0.800085629351249,0.799795782640847,0.80033800504763,0.0
0.799236866326583,0.7989962233702483,0.7990214955191083,0.8000964663060455,0.7993899527941148,0.0
0.7992906972356333,0.8007189076112313,0.8002497862317546,0.7995574632058939,0.7984250271844247,0.0
0.7999315045575363,0.7999759704990494,0.8004965147384037,0.7992116729395853,0.8007333207627715,0.0
0.7994516750995266,0.7993655096359555,0.801005660080736,0.7999680171537742,0.7999741930550133,0.0
0.8003985278918208,0.8007606676955743,0.7993163341027553,0.7998359160139947,0.7998328648989596,0.0
0.8012513455792469,0.8007820503806651,0.7995699956339084,0.7989944477081,0.8000917212357254,0.0
0.7999607104723416,0.8000588891110587,0.8004279514370796,0.7994459959203194,0.7996815929939742,0.0
0.8002633477057445,0.8012338543783062,0.7988060840203951,0.7999860224108494,0.8007469991354539,0.0
0.7990441353013339,0.7989777368331246,0.7998348037959863,0.8001566944834134,0.8003466560063276,0.0
0.7993171270665053,0.799321028821729,0.8000820453019373,0.8004882341665198,0.8001068658485947,0.0
0.8005614020988573,0.7994521998118534,0.7997616608870417,0.7998679319625901,0.7993464164812619,0.0
0.7986299308621171,0.8008054446005585,0.7994627881313051,0.7992542011849734,0.8005714527409974,0.0
0.8006601080696777,0.8002976800400693,0.8000552973197532,0.8007989781983429,0.8008805566852464,0.0
0.7996857109801349,0.800343101850293,0.7992517574716298,0.7997562969591083,0.7995985282498024,0.0
0.7998983751620103,0.7998155863814491,0.8001021020417246,0.7988905514166812,0.8010187139175776,0.0
0.800674225175492,0.8003575907285835,0.7994782351252744,0.799800472353448,0.8012918497092175,0.0
0.7997956915444744,0.8008414519384692,0.7993567921618595,0.7994512747974677,0.7986530084672689,0.0
0.8009252068907213,0.7999131598701564,0.7995662120666877,0.7991784532394861,0.7996175494141955,0.0
0.7999096229617677,0.7997140055306072,0.7987245697563589,0.7996320658895015,0.7990726532207573,0.0
0.8005199889176657,0.8010610093486314,0.800909006396956,0.7998520665606674,0.7992900843122737,0.0
0.8002714070474439,0.8000045393559639,0.7984964165075955,0.8005363049514345,0.7999380513254464,0.0
0.8004944619562726,0.7989970471055048,0.8002364763991394,0.8001097462358272,0.800684197448146,0.0
0.7998176414105607,0.8012854690859511,0.7987093377289006,0.8002179200595875,0.7994517132617783,0.0
0.8001397319058459,0.7991201576685639,0.8003453047417284,0.8010942148026498,0.7998704337086188,0.0
0.8001714365576911,0.7996338415800792,0.7999458319896399,0.799061765846093,0.7988575335736385,0.0
0.8001691810634879,0.7997333197458284,0.7984645239303523,0.7997930832917802,0.7996554348662996,0.0
0.8002223634849077,0.8008641088149219,0.800119515001728,0.8003061834560526,0.8011035181690881,0.0
0.8004085784513356,0.7994918796655618,0.7995105176199044,0.7990711403934755,0.799842403207742,0.0
0.8010546121029406,0.8008229532681936,0.7998998311212174,0.7992353877927387,0.7984891919249336,0.0
0.8004836815986323,0.7996844681675591,0.8000904662562767,0.8016279756932226,0.7994457175814796,0.0
0.8003146200485944,0.7991257521212972,0.8001861515313543,0.7993163817951324,0.8006591848670223,0.0
0.8006392953319441,0.7996809211927511,0.8001631688917002,0.799673832074113,0.8002723813631608,0.0
0.8014502872941551,0.7994945930641194,0.8011547070174894,0.8010638325677139,0.8010409292550602,0.0
0.8005360382619894,0.7999651933292957,0.8011697961570198,0.7992925844287527,0.8003496399409055,0.0
0.8013341651481612,0.7999932584657768,0.7989608683614111,0.7991114931005867,0.8002901136566533,0.0
0.8000205442339747,0.8007579183086994,0.799333673291493,0.7985667220440816,0.8000774387506405,0.0
0.8004099633283047,0.7982145386417315,0.7998126046041403,0.7975413383422046,0.7999059412331695,0.0
0.799675780253571,0.8001188992400278,0.8003122401660917,0.7999345796122727,0.8004688808427323,0.0
0.7996410528858962,0.799193116069252,0.8005012325556694,0.7989297592383583,0.798668494914239,0.0
0.7998664888753912,0.7987119908284955,0.7992945757091912,0.8002363239466411,0.8007287664941377,0.0
0.8009796026171397,0.8004270786418123,0.8005166194778109,0.7997223329960247,0.8003475677139482,0.0
0.8010264886185895,0.8000051617526316,0.7991002797851747,0.7992052258678595,0.800658711441341,0.0
0.799360685292371,0.7991136099228293,0.8000119319936438,0.8006951977808654,0.7993523872771858,0.0
0.8002633039379218,0.7993733894334527,0.8002449355339026,0.8013271696309826,0.8000734372090255,0.0
0.8004308302268568,0.8007586802465323,0.7993615370697101,0.8008979866336199,0.7994684635270172,0.0
0.7990901843061506,0.7995856694759192,0.7997715727253342,0.8001868148745244,0.7999299165971738,0.0
0.7989288380162939,0.8009425647281229,0.7991190972256212,0.8010823335715863,0.8000386078389845,0.0
0.7991474227733815,0.7997613086482876,0.8002512820941744,0.8001976103149432,0.7992123111509625,0.0
0.8007743865621779,0.7992983856745256,0.7987329304615772,0.8006030815778818,0.7994952014863949,0.0
0.799349764815514,0.8005567478909047,0.8004730977085128,0.799919253028679,0.800013480925654,0.0
0.8009773883173928,0.8000422947201752,0.8003508567115426,0.8009153090212898,0.7993645583688898,0.0
